11626.000000,0.000000
10721.995117,-3486.433105
8274.941406,-5397.486328
6048.455078,-5962.337402
4190.574219,-5755.063477
3162.027832,-5507.123047
2261.464355,-4814.790039
1937.837280,-4471.107422
1402.643921,-4104.458496
1091.243408,-3694.242188
890.296936,-3404.606445
924.279724,-3276.046387
513.201233,-2902.495605
485.897705,-2693.723145
345.695801,-2591.285400
332.324707,-2516.122559
21.875488,-2054.081055
182.356323,-2144.022705
115.309570,-2014.858032
250.256714,-2063.005371
62.141602,-1996.949463
24.417236,-1757.371216
1.349365,-1603.167358
-97.376099,-1764.217407
-156.489502,-1462.573242
-69.987366,-1484.964722
-151.886414,-1378.904541
132.128098,-1343.010986
50.961609,-1277.053223
214.744629,-1374.667603
-10.861359,-1432.786621
23.321960,-1335.688232
19.289398,-1527.374756
-113.834473,-1275.327393
-220.046509,-1212.617310
-105.943848,-1199.622803
-192.632568,-1322.983887
-15.641602,-1143.837280
-80.384644,-1472.276367
-489.045166,-1385.735474
-587.666138,-1252.803589
-799.270630,-1178.234985
-909.447632,-756.883301
-669.774292,-450.342896
-46.480469,-526.452759
44.353271,-752.867065
222.425537,-1019.745667
-321.378418,-1445.859375
-609.902710,-1674.260010
-1173.986816,-988.986572
-962.182434,-610.790894
-885.490723,-424.625488
-355.251282,-240.917786
-318.726807,-186.837982
-106.938110,-813.211670
-215.658936,-1029.797852
-566.122681,-938.932556
-967.374268,-1073.144165
-1361.701294,-417.689911
-1390.241089,147.066528
-957.492798,760.579407
-318.443848,921.523071
348.320068,128.307251
851.633545,-440.377991
389.559204,-1015.230103
-354.150879,-1002.858765
-1207.289673,-623.921997
-1240.511719,320.899658
-1058.044922,923.620667
300.307129,1396.765381
1120.643799,901.069336
1754.193604,-238.651794
1146.491089,-1441.231445
600.400146,-2276.620117
-1346.965088,-1936.321899
-2638.728271,-1432.055542
-2913.837646,691.368530
-1484.958618,1692.983765
-58.796814,3460.520996
1452.685547,2136.156738
1824.999512,40.227051
1205.326294,-934.245605
-26.395020,-773.081543
-980.503418,-1239.375732
-634.292847,813.582703
-772.298706,2461.852539
1500.305420,2436.017334
