0.0092926
-0.0077765-0.002559i
-0.003647+0.0098999i
-0.0038709+0.00076658i
-0.00062223-0.0045536i
0.0027771-0.0013885i
0.0067919-0.0050481i
-0.013236-0.0041779i
0.0071971+0.010294i
-0.0037124-0.010645i
0.0045063+0.0003063i
-0.0039157-0.014759i
-0.0027876-0.0038319i
-0.0044787-0.00050682i
0.0038391-0.00097047i
-0.0036782+0.001734i
-0.00058132+0.0063555i
0.00087535-0.0040326i
-0.0015641-0.00054913i
0.00044982+0.0024719i
-0.00088405-0.00037106i
0.0023956
0.0092621
-0.072784-0.081655i
-0.04198-0.015485i
0.094684+0.0077012i
0.017933-0.029977i
0.0075604+0.0020794i
0.011026-0.02867i
-0.016676-0.0089173i
-0.045218-0.008748i
-0.010091+0.011093i
-0.0095347-0.021503i
-0.0033332-0.011159i
0.010103-0.0095404i
0.0046709-0.0055425i
0.0077464-0.0065009i
0.0046923+0.00012214i
0.0052185+0.0011749i
0.012799-0.0096042i
0.0013459-0.0023613i
-0.0077364-0.015192i
0.0033239-0.0036095i
0.0045624+0.0031055i
0.0055329-0.011349i
-0.0023746-0.0002093i
0.006033+0.00022419i
-0.0015463+0.0053702i
-0.00068827+0.0065994i
0.003679+0.001225i
0.003003-0.0010363i
0.0031277-0.0030169i
-0.00091433+0.002295i
0.0012263+0.00025992i
0.0019073
0.041016
-0.053198-0.058311i
-0.035265+0.018182i
-0.03926+0.0026792i
5.2487e-05-0.011489i
0.022271+0.015889i
-0.010218-0.017415i
-0.017318-0.0076432i
0.016419+0.035305i
-0.013192-0.002405i
0.0068885+0.024496i
0.0011775+0.012783i
-0.016185+0.010235i
0.0045705+0.014645i
-0.0073553+0.0047562i
-0.0023738+0.0035916i
-0.007309+0.0079498i
-0.010987+0.014332i
0.0083984+0.0037867i
0.0067741+0.010676i
0.0015542+0.0097358i
0.008866-0.0041476i
-0.0035562+0.0056591i
-0.0018179+0.0031011i
-0.0045779-0.003605i
-0.0054006+0.0042966i
-0.010025-0.0032916i
0.00048612+0.0044785i
-0.001779-0.0028328i
-0.0030424-0.0010801i
0.0010838+0.0013433i
0.0018604+0.00042724i
-0.0012512
0.0041656
0.032106-0.024715i
-0.023503+0.059318i
-0.07114+0.036814i
0.052466+0.013818i
0.044321+0.011393i
-0.0095997+0.00047541i
-0.014979+0.010598i
0.017706+0.011568i
-0.0034826-0.017492i
-0.0021785-0.006445i
-0.0066646-0.01455i
0.0011899-0.0077207i
0.0043223+0.0032009i
0.0006145-0.0071737i
-0.0029914-0.0061907i
-0.003952-0.0029907i
-0.0038625-0.0094177i
0.0019803-0.00097457i
-0.0018527+0.003193i
0.00046284-0.0056438i
-0.0035372+0.0057947i
-0.014072+0.010612i
0.0027727+0.0054534i
0.0020392+0.0027177i
0.0016967-0.00091541i
-0.0044809-0.0057342i
0.0078746+0.0020876i
0.001667-0.0049184i
0.0019944-0.00059588i
0.003266+0.00013645i
0.0004831-0.0013056i
-0.00010681
0.011002
0.0031014-0.050401i
0.044357+0.042249i
-0.071705+0.026132i
0.028903-0.017682i
0.023988+0.056063i
-0.001661+0.00020675i
0.0033038-0.0014549i
-0.033459+0.008137i
0.010246-0.011342i
-0.0011941+0.003914i
0.0030455+0.0088057i
0.0058042+0.0037327i
-0.003086+0.0019116i
-0.005191+0.0048626i
-0.00052172+0.0016363i
-0.0014191+0.0049133i
-0.00040503+0.0013024i
-0.0038834-0.009904i
-0.0032462+0.00082723i
-0.017425-0.0089952i
-0.002202-0.004377i
-0.010683-0.0058891i
-0.0039669+0.0013668i
0.0011106+0.0048105i
0.0032789+0.0011313i
-0.0032535+0.0036208i
-0.00026342-0.0011412i
0.00017453-0.001113i
-0.00022873-0.00044288i
-0.0020114-0.00092687i
-0.00088962+0.00088644i
-0.00059509
0.029724
-0.080371+0.088196i
-0.010828-0.047918i
-0.0051824-0.018233i
0.022558-0.0023347i
-0.033678+0.054784i
-0.00053527-0.013478i
0.0081613-0.035248i
-0.0058626+0.0097186i
-0.010014+0.014953i
0.016535+0.0019564i
-0.0042863+0.0094418i
0.0034854+0.0047609i
0.019252-0.0081019i
0.007244-0.00084955i
0.0045295+0.0010023i
0.0016785-0.0021667i
0.0087035+0.0027429i
0.010737-0.019626i
0.0020044-0.0090286i
-0.0079842+0.0096161i
0.011984+0.0018191i
-0.0050679-0.0097787i
0.0016731-0.011217i
-0.0021941-0.0038922i
0.0037152-0.0022399i
0.0018717-0.0025225i
0.0016705-0.0028156i
0.0022045-0.0017519i
0.0012756+0.00045455i
0.0011625-0.0023781i
0.0012277+0.0016652i
0.0028076
-0.023926
0.051544+0.08549i
0.028584-0.039959i
-0.065868-0.059059i
-0.02747-0.078761i
-0.086167+0.02219i
-0.0062959-0.019852i
-0.001354-0.0070613i
-0.00063135-0.017249i
0.019131-0.005589i
0.01178+0.0016484i
0.019525-0.012699i
0.0076412-0.005107i
-0.0071938-0.0038554i
-0.0027812-0.0084296i
-0.0012363-0.0084375i
-0.0033722+0.0017242i
-0.014992-0.0098266i
-0.0013844+0.01142i
-0.0053636+0.0060283i
0.010978-0.0029037i
-0.00065185-0.0030191i
0.0034193-0.0054412i
0.0029771-0.0015559i
0.00081446+0.00048184i
0.0023857+0.001459i
-0.0038857-0.0091524i
0.00049855+0.0005672i
0.0021977-0.001423i
0.0007167-0.00075356i
-0.0013606+0.0029287i
-0.0018421-0.00063141i
-0.0018005
0.040558
0.16276+0.064541i
-0.026081-0.081718i
-0.018834-0.1256i
-0.089962+0.0098848i
-0.037344+0.070457i
-0.011763+0.065632i
-0.016279-0.0024809i
-0.015545-0.01857i
-0.010683+0.012401i
-0.0037627+0.0012427i
0.0037235+0.012597i
0.0021425+0.0064624i
-0.011134-0.0055753i
-0.00048848-0.00025411i
-0.0005174+0.0047219i
0.00082397+0.004364i
-0.003979+0.0055618i
0.0060628+0.010615i
-0.0028853+0.0044694i
0.0019349+0.0049045i
-0.0071582-0.0040188i
-0.0039428-0.0052173i
0.00039365-0.0036088i
-0.0083807-0.0033113i
-0.0007912-0.0016209i
0.00010271-0.01034i
-0.0044549+0.0016498i
-0.0019449+0.0014299i
-0.0049245-0.0010216i
0.0010546-0.0010781i
-0.0017459+0.001665i
-0.0022888
-0.00022888
-0.054962+0.048368i
0.041252+0.10404i
-0.033315-0.08993i
0.050248-0.026702i
-0.0082784-0.014875i
0.022194+0.013654i
0.010786+0.0035606i
-0.023078-0.012037i
0.00083633-0.027371i
0.0013752-7.0288e-05i
-0.019045-0.0051106i
-0.0085803-0.001038i
-0.0019245-0.0043551i
0.0045012+0.0013703i
0.0047933-0.0019823i
0.004715+0.00057983i
0.0019344+0.010992i
0.0053626-0.015439i
0.0075684-0.005479i
0.0049894-0.0010364i
-0.0026579+0.010086i
0.00027155+0.0036468i
0.0043843+0.0013674i
0.0018679+0.0016354i
0.0030827-0.0015244i
0.00065631-0.0050804i
0.0010486+0.004912i
0.0048566-0.0021028i
0.003495+0.0023499i
0.0017792-0.0038276i
0.0019319+0.00085364i
0.00050354
0.010223
-0.07979+0.0812i
0.020124+0.0092483i
0.047996-0.0023627i
-0.03113+0.0037357i
-0.014495-0.054787i
-0.013489+0.007088i
0.014429-0.022168i
-0.019409+0.0059617i
0.0015574+0.0075204i
-0.0014228+0.0023099i
0.00067707+7.5284e-05i
-0.0046652-0.015607i
0.0063361-0.0079723i
-0.0069405+0.0045548i
0.0022118+0.0003175i
0.0025177+0.00068665i
0.0046172-0.0075464i
-0.017441+0.0094562i
-0.0095384+0.0027i
0.002721+0.0060557i
0.0044574+0.0012999i
0.005834+0.0021212i
-0.0020788-0.003142i
-0.00039732+0.0043748i
-0.0034056+0.0037275i
0.00060202+6.4673e-05i
-0.00018508-0.0016769i
0.0043262-0.0031664i
-0.001553-0.0035119i
-0.0009385+0.001822i
0.00068754-0.00093162i
-0.00067139
-0.02388
-0.057424+0.008436i
0.0012192-0.016685i
-0.021808+0.046671i
0.059996+0.0055772i
-0.0050223+0.015972i
-0.0090185+0.036367i
0.03294+0.020757i
-0.017227+0.023302i
0.0047987-0.002339i
0.011498+0.0096791i
-0.006427-0.00070699i
0.0021297-0.0038464i
-0.0056927+0.011144i
-0.0017088+0.0055254i
-0.0083291+0.0013761i
-0.0045013+0.0059509i
-0.0077987+0.0070949i
0.0018962+0.0088075i
8.809e-05-0.0012906i
-0.01339+0.004604i
0.005579+0.0010552i
-0.0044169-0.0036527i
0.0040662+0.00097957i
-0.0021214-0.00047121i
-0.0035817+0.0029756i
-0.0019487-0.0013715i
-0.0042882-0.0019697i
-0.0015554+0.0020037i
-0.0022893+0.0025001i
-0.0031353-0.00082158i
-0.0036695-0.0016441i
-0.0042267
0.0047302
0.0099008+0.038006i
0.0022781-0.10085i
-0.0056018-0.029839i
-0.017068-0.013379i
0.026313-0.033582i
-0.011061+0.0045059i
0.026453-0.021617i
0.022432+0.0047216i
0.0024584+0.0004255i
0.017917-0.0054861i
0.021061-0.0059879i
0.0024877-0.0037282i
-0.0031535-0.013677i
0.0018586-0.0052983i
0.0036564-0.0050949i
0.0014954-0.0088196i
-0.0029675-0.0056309i
0.0041316-0.0023286i
0.0046226-0.0029994i
0.0039587-0.0022723i
0.00017141-0.0033871i
0.0012457-0.0055357i
0.0067451-0.0027226i
0.0086649+0.00084585i
0.0034509-0.0037701i
-0.00064114-0.0057806i
0.006159+0.0014132i
0.0068985-0.00020476i
0.0039746+0.00037481i
0.0036804-0.0016711i
0.0024694+0.00019662i
0.0027161
0.048111
-0.027125+0.035586i
-0.0576+0.042311i
-0.040699-0.062957i
0.046223+0.042273i
-0.013479-0.023689i
0.00067736-0.010913i
-0.0075249+0.016149i
-5.9257e-06-0.01905i
0.010954-0.0046654i
-0.0013286-0.0070441i
-0.0024855-0.0052447i
0.011538-0.0029604i
0.0042131-0.0082902i
-0.00091387-0.0042236i
0.0037846-0.0030054i
0.0070801-0.0049896i
0.014499+6.1671e-05i
-0.0014907-0.0018291i
0.00011131-0.0016794i
0.0017749+0.00082954i
0.0016804+0.005374i
0.0026758-0.0026289i
-0.0011548-0.0082151i
0.0026915+0.00029792i
0.0019779+0.0020803i
-0.00064938-0.00065068i
-0.0023199-0.00049046i
0.0045509-0.00044555i
0.0016181-0.0021728i
-0.00094088+1.6117e-05i
0.00053004-0.00034059i
-0.00099182
-0.021362
-0.070602+0.062577i
-0.01107+0.050587i
0.0043768-0.069553i
0.0041538+0.0070597i
-0.015051+0.018255i
-0.0061743+0.011635i
0.009032+0.023013i
-0.0060519+0.0057168i
-0.0066363+0.0030862i
0.0038947+0.019947i
-0.0066832+0.011929i
-0.0027086+0.0077418i
-0.0095205+0.0070852i
-0.0057341+0.0015141i
-0.004922+0.0061388i
-0.00053406+0.0046234i
-0.0060116+0.0085822i
-0.0073387+0.0030934i
-0.0050621+0.0040626i
-0.00069228+0.0085725i
-0.002804+0.0045149i
0.0019191+0.0019929i
-0.0036797+0.0011368i
-0.0044766-0.00038673i
-0.0038672+0.00062549i
-0.0023898+0.0048324i
-0.00033443+0.003747i
-0.002462+0.0014816i
-0.0039761-0.0019396i
-0.0033807-0.00015836i
-0.0024317-1.9791e-06i
-0.0014343
-0.038986
0.05051-0.071067i
-0.026652+0.040561i
0.058022-0.066518i
0.025682+0.078629i
0.023086+0.041692i
0.004533-0.012992i
-0.020073+0.020858i
0.01778-0.012251i
-0.010126+0.0072464i
0.0050924+0.0051436i
-0.0014257+0.0061253i
-0.00022034+0.0025877i
-0.0047662+0.00064242i
-0.0015559-0.0027379i
-0.00067041-0.00049939i
-0.0017242-0.00073242i
-0.0089874+0.005544i
0.00098196+0.0035204i
-0.0032891+0.0026423i
-0.015189+0.0059778i
0.0034156-0.0026505i
-0.0023175+0.00023391i
-0.004917+0.00070566i
4.2087e-05+0.0023673i
-0.0024514+0.0037705i
-0.00058019-0.0010138i
-0.0020031-0.0022747i
0.00046939-0.0025757i
0.00045992+0.0018474i
-0.0028177-0.00062403i
-0.0028093-0.0008687i
-0.0007782
0.014297
0.061729-0.064663i
0.0060382-0.065839i
0.030414-0.04153i
-0.011047-0.040865i
-0.022736+0.021656i
-0.0047479-0.018119i
0.0025549-0.010146i
0.0015232-0.028463i
0.0073992-0.015167i
0.0038034-0.00050063i
0.0037099-0.0042235i
0.001278-0.0038299i
0.0026605-0.0032828i
0.002908-0.0056565i
0.0011434-0.0051107i
0.0036163-0.0049133i
0.0018251-0.0087679i
0.0024658+0.0023632i
0.0032919-0.0015724i
0.0079579+0.0029804i
-0.0030168-0.0020285i
0.00096789-0.0035095i
0.0033789-0.0038936i
0.0057095-0.0010578i
0.0040508-0.0029787i
0.0023665+0.00017812i
0.0050908-0.00070243i
0.0018107-0.00054602i
0.0038606+0.0010751i
0.0048748+0.00071842i
0.0052396-0.00063109i
0.0052643
0.052856
0.0004228-0.0065951i
0.0083121+0.035312i
0.01961-0.00011099i
-0.046312-0.031852i
-0.029326+0.016984i
-0.0041346-0.0038179i
-0.0076931+0.0015433i
-0.001646+0.0037967i
-0.0022642-0.0008034i
0.0047295+0.0027469i
-0.0072849-0.002704i
0.00052482+0.0012611i
0.0031747-0.0014871i
-0.00066754-0.00032711i
-0.00059997-6.7826e-05i
-0.0011902+0.0018005i
0.0014469+0.0019739i
0.00067591-0.0034808i
0.0031867-0.0011338i
0.00097122-0.0018178i
-0.0012711+0.0026793i
0.0022431-0.0030446i
-0.0010085-6.7709e-05i
-0.00082596-0.00068934i
-0.00068312+0.00096951i
0.00017301-0.00055019i
-0.0010678+0.0013571i
-0.00273-0.001972i
-0.002363+0.00098357i
0.00038737-0.00089652i
-0.00064642-0.0012013i
-0.0012207
-0.021484
-0.042475+0.033582i
0.0045705+0.0023499i
0.026761+0.0079518i
0.00045339-0.041422i
-0.026093-0.0083961i
0.010658+0.00088237i
0.0028909-0.0020824i
0.0060792+0.0080437i
-0.003185+0.0021409i
0.0028044+0.0042351i
0.0020522+0.0020327i
0.0034436+0.0012021i
-0.0021758+0.004121i
-0.00090576-0.0015221i
-0.00061661+0.0008937i
-0.00035095+0.0016327i
-0.00011133+0.0021376i
0.00072936-0.0029599i
-0.0023502-0.00075301i
-0.00062102+0.0001427i
0.0040644+0.00244i
0.0027481-0.00027532i
0.00022492-0.0020374i
0.0051513-0.0012031i
-0.0028381-0.00029804i
-0.00032264-0.00012127i
-0.0015441+0.0035036i
-0.0024214+0.0008539i
-3.32e-05+0.00070081i
-0.0019715+0.00051265i
-0.0012017+0.00079568i
-3.0518e-05
-0.019241
-0.0071895-0.037919i
-0.021511-0.013895i
-0.0097371-0.04579i
0.011865-0.0098498i
0.02015+0.0060792i
0.00088776-0.010546i
-0.0067503-0.0021818i
0.0033824+0.0025287i
0.0011359+0.0012905i
5.8816e-05-0.0078446i
0.0030497+0.0037012i
0.0022625-0.0026857i
0.0029893-0.0023913i
0.0011543-0.0016732i
0.0022696-0.0023629i
0.0034637-0.0012817i
0.0022365-0.0034866i
-0.0047386+0.00095872i
-9.0058e-05+0.001124i
0.0040116-0.0017264i
0.00063881-0.0016482i
0.00086509-0.00031771i
0.00012359-0.0026645i
0.0019582+0.00088078i
0.0016645-0.00078345i
0.00036097+0.00048563i
0.0017012-0.0017129i
0.00053742+0.00032579i
0.0003053-0.00039705i
0.0018049-0.0010436i
0.001175-0.00084327i
0.00065613
0.032898
-0.0092897-0.046443i
-0.012527-0.020567i
-0.0094827-0.0057602i
0.012836+0.0063327i
-0.0015176-0.022941i
-0.002501+0.0089716i
0.0026158+0.0097424i
-0.0093388+0.00016764i
-0.0037698-0.01006i
-0.0037625-0.0010452i
-0.0028551+0.0078706i
-0.0013471+0.0014196i
0.0014409-0.0012753i
-0.0020976+0.0029774i
-0.0020507+0.0026195i
-0.0024872+0.0017853i
-0.0039591+0.0016853i
0.00043689-0.0019828i
-0.0013662+0.00071801i
-0.00066827+0.0015678i
-0.00089445+0.0018906i
-0.0027064+0.0032078i
-0.0042514-0.0023316i
-0.0046993+0.0037382i
-0.0013685+0.00036116i
-0.00079557+0.0015216i
-0.0030617+0.00013458i
-0.0030692+0.0010487i
-0.00080675-0.0013402i
-0.0041228+0.00024523i
-0.0011313-5.0579e-05i
-0.0007019
0.040985
0.037076+0.037601i
-0.019581+0.046752i
0.016178+0.0050803i
-0.010809+0.01146i
0.0085021+0.0037312i
0.00037649-0.010051i
0.010668+0.00085304i
0.0017763+0.0030005i
-0.0072091-0.0086044i
-0.0035203+0.0027913i
-0.00039877+0.0032115i
0.0021362+0.0047979i
0.0017052+0.0011605i
-0.00045463+0.0025683i
-0.0011714+0.00069773i
-0.00074768+0.0039215i
1.9709e-05-0.0010366i
-0.0046321+0.00074745i
-0.004177+0.0033124i
-0.0030718+0.0010849i
-0.0054574+0.0019913i
-0.0043569+0.00090912i
-0.0017273+0.0011522i
-0.0034243+0.0010779i
-0.0020082-0.0016354i
-0.0032245+0.00054477i
-0.004422-0.0020327i
-9.6333e-05+0.0020096i
-0.0015183-0.0014428i
-0.0015946+0.0013786i
-0.00089379-4.1453e-05i
-0.0015259
-0.031448
0.019404+0.092146i
-0.0069404-0.022492i
0.0068398-0.048641i
0.033407+0.008843i
0.016039-0.018575i
0.012425+0.0021321i
-0.0034317+0.0032864i
0.010623-0.001484i
0.007664-0.0013239i
0.00095217-0.0021358i
0.0031161-0.0036129i
0.0041078-0.0010747i
0.0026889-0.0016801i
0.0016727-0.0032792i
-0.00084221-0.00050104i
0.0011597+1.5259e-05i
-0.0015038+0.0022077i
0.0026019+8.6904e-05i
0.0040399-0.00038523i
-0.00029055-0.0022999i
0.00024154+0.00066551i
-0.0024772-0.0035389i
0.00098303+0.00027517i
0.0030488-0.0020334i
0.0023599+0.00016399i
-0.00038735-0.00094207i
0.00073642+0.00088858i
0.0026925+0.00065974i
0.00073005+0.0016463i
0.0005762-0.0026083i
0.00099415-0.00081553i
0.0017853
-0.0032349
0.021899-0.0253i
0.001358+0.0065227i
0.062595-0.0031596i
-0.010663+0.026029i
-0.019709-0.0069611i
0.00075078-0.0051668i
-0.0014483+0.0014497i
0.0041584+0.0017758i
0.00082072-0.0035566i
-0.003962-0.0010285i
-0.0062362+0.0042607i
-0.0036712+0.0029857i
-0.0012969-0.0016789i
-0.0018013-0.00074628i
-0.00058906-0.00062312i
-0.0031738+0.0027161i
-0.0028194+0.0027332i
-0.00064129-0.00043949i
-0.00099836-0.0041897i
0.0028554-0.00090654i
8.9801e-05+2.3641e-05i
0.0009011+0.0012592i
-0.0032805-0.0011601i
0.00014462+0.0018063i
-0.00093198+0.0012064i
